symbol,fiscal_year,quarter,eps,eps_a,dps,roe,net_profit,paidup_capital,quarter_num,fy_start
JFL,082/083,q4,1.35,1.35,-163.3,-151.85,9343975.12,690472800.0,4,82
JFL,082/083,q3,-5.62,-5.62,-5.62,86.77,-29089555.25,690472800.0,3,82
JFL,082/083,q2,-6.48,-6.48,-6.48,118.16,-22383533.84,690472800.0,2,82
JFL,082/083,q1,1.05,1.05,1.04,-54.07,1846000.0,690472800.0,1,82
JFL,081/082,q4,-30.02,-30.02,-30.02,-4.11,-207284112.77,690472800.0,4,81
JHAPA,082/083,q3,5.63,5.63,5.63,5.49,16062415.0,380190000.0,3,82
JHAPA,082/083,q2,5.53,5.53,5.53,5.48,10521313.0,380190000.0,2,82
JOSHI,082/083,q2,-3.58,-7.17,-7.17,-10.56,-21958555.0,612810000.0,2,82
JOSHI,081/082,q4,-8.55,-8.55,-8.55,-19.07,-31743569.0,371400000.0,4,81
JOSHI,081/082,q3,-6.4,-6.4,-6.4,-13.18,-17835690.0,371400000.0,3,81
JOSHI,081/082,q2,-4.06,-4.06,,,-7528229.08,371400000.0,2,81
JOSHI,081/082,q1,-1.29,-5.16,,,-4808324.0,371400000.0,1,81
JSLBB,082/083,q3,8.07,8.07,-1.01,4.72,10318529.0,170091900.0,3,82
JSLBB,082/083,q2,11.8,11.8,-10.03,6.9,10032586.0,170091900.0,2,82
JSLBB,082/083,q1,2.11,2.11,2.11,1.26,896960.0,170091900.0,1,82
JSLBB,081/082,q4,8.61,8.61,8.61,570.51,14650470.0,170091900.0,4,81
JSLBB,081/082,q3,-6.74,-6.74,-6.74,-4.64,-8594170.0,170091900.0,3,81
KBL,082/083,q4,28.17,28.17,3.02,16.49,7557823607.0,26225861340.0,4,82
KBL,082/083,q3,21.24,21.24,-7.59,13.4,4178048409.0,26225861340.0,3,82
KBL,082/083,q2,20.74,20.74,-11.39,13.72,2720085585.0,26225861340.0,2,82
KBL,082/083,q1,16.11,16.11,-17.17,11.1,1056531165.0,26225861340.0,1,82
KBL,081/082,q4,8.07,8.07,-10.65,5.68,2116409051.0,26225861340.0,4,81
KBSH,082/083,q3,9.93,9.93,9.93,7.61,10986970.0,147459675.0,3,82
KBSH,082/083,q2,12.21,12.21,12.21,8.76,8320444.0,134054250.0,2,82
KBSH,082/083,q1,7.59,7.59,7.59,5.52,2544043.0,134054250.0,1,82
KBSH,081/082,q4,6.67,6.67,6.67,4.88,8938711.0,134054250.0,4,81
KBSH,081/082,q3,10.05,10.05,10.05,7.28,10100967.0,134054250.0,3,81
KDL,082/083,q4,9.16,9.16,9.16,8.38,57684461.0,630000000.0,4,82
KDL,082/083,q3,10.52,10.52,10.52,9.72,49718938.0,630000000.0,3,82
KDL,082/083,q2,3.97,3.97,3.97,4.0,11993523.0,600000000.0,2,82
KDL,082/083,q1,-0.56,-2.24,-2.24,-2.12,-3386730.0,600000000.0,1,82
KDL,081/082,q4,4.73,4.73,4.73,4.4,27802863.0,600000000.0,4,81
KHPL,082/083,q3,0.29,0.38,0.38,0.36,1183630.0,550000000.0,3,82
KKHC,082/083,q3,-1.56,2.08,,2.33,-14555206.0,931428600.0,3,82
KKHC,082/083,q2,-0.74,-1.49,-1.49,-1.67,-6933360.0,931428600.0,2,82
KKHC,082/083,q1,-2.14,-8.12,-8.12,-8.54,-18914898.0,885493700.0,1,82
KKHC,081/082,q4,-7.51,-7.51,-7.51,-10.29,-34990872.0,465714300.0,4,81
KKHC,081/082,q3,-10.57,-14.09,-10.57,,-49213432.0,465714300.0,3,81
KMCDB,082/083,q4,27.4,27.4,19.68,15.33,122883804.0,448461535.0,4,82
KMCDB,082/083,q3,3.28,4.37,0.18,2.82,14714348.0,448461535.0,3,82
KMCDB,082/083,q2,26.09,26.09,14.88,15.84,58499435.0,448461535.0,2,82
KMCDB,082/083,q1,19.96,19.96,9.42,10.42,20340043.0,407692305.0,1,82
KMCDB,081/082,q4,26.51,26.51,15.19,14.21,108068522.0,407692305.0,4,81
KPCL,082/083,q3,12.77,12.77,12.77,10.32,89475509.0,933949500.0,3,82
KPCL,082/083,q2,15.02,15.02,15.02,13.22,75060357.0,999325965.0,2,82
KPCL,082/083,q1,19.4,19.4,,19.4,45292288.0,933949500.0,1,82
KPCL,081/082,q4,10.08,10.08,10.08,10.08,94182237.0,933949500.0,4,81
KPCL,081/082,q3,12.59,12.59,12.59,11.16,88188547.0,1015403457.0,3,81
KRBL,081/082,q1,-3.95,-3.94,,,-19829007.0,502830000.0,1,81
KRBL,080/081,q3,5.73,,,7.22,28807595.0,502830000.0,3,80
KRBL,080/081,q2,9.51,,,,47830691.0,502830000.0,2,80
KRBL,080/081,q1,8.13,,6.6,,40861043.0,502830000.0,1,80
KRBL,079/080,q4,8.81,,9.8,7.32,44313474.0,502830000.0,4,79
KSBBL,082/083,q4,22.75,22.75,15.16,13.87,894178126.0,4211930815.0,4,82
KSBBL,082/083,q3,20.05,20.05,14.15,12.45,588698721.0,4211930815.0,3,82
KSBBL,082/083,q2,20.43,20.43,15.32,12.93,394550569.0,3861930815.0,2,82
KSBBL,082/083,q1,20.46,20.46,14.01,13.37,197584139.0,3861930815.0,1,82
KSBBL,081/082,q4,18.1,18.1,17.3,10.76,635297080.0,3510846195.0,4,81
LBBL,082/083,q4,23.48,23.48,16.99,10.99,851015562.0,3623678162.0,4,82
LBBL,082/083,q3,20.67,20.67,14.39,10.04,561683379.0,3623678162.0,3,82
LBBL,082/083,q2,15.75,15.75,12.14,8.0,285377308.0,3623678162.0,2,82
LBBL,082/083,q1,-38.44,-38.44,-4.79,-20.65,-348577710.0,3623678160.0,1,82
LBBL,081/082,q4,10.48,10.48,8.13,5.44,379884860.0,3623678160.0,4,81
LEC,082/083,q3,0.45,0.6,0.6,0.85,10088938.79,2250000000.0,3,82
LEC,082/083,q2,-0.39,-0.77,-0.77,-1.12,-8737421.37,2250000000.0,2,82
LEC,082/083,q1,-0.73,-2.91,-2.99,0.0,-16389620.0,2250000000.0,1,82
LEC,081/082,q4,-1.84,-1.84,-1.84,-2.61,-41342330.67,2250000000.0,4,81
LEC,081/082,q3,-1.09,-1.46,-1.46,-0.65,-24571147.98,2250000000.0,3,81
LICN,082/083,q3,7.77,,7.77,4.39,320467338.0,5500000000.0,3,82
LICN,082/083,q2,8.17,8.17,8.17,4.68,224558983.0,5500000000.0,2,82
LICN,082/083,q1,7.88,7.88,7.88,4.3,108370090.0,5500000000.0,1,82
LICN,081/082,q4,5.74,5.74,5.74,3.06,315893980.0,5500000000.0,4,81
LICN,081/082,q3,6.29,6.29,6.29,3.16,236022082.0,5000000000.0,3,81
LLBS,082/083,q3,17.29,17.29,11.47,8.94,57265340.0,441662100.0,3,82
LLBS,082/083,q2,15.31,15.31,7.81,8.16,33815229.0,441662100.0,2,82
LLBS,082/083,q1,27.99,27.99,2.64,15.6,30909030.0,441662100.0,1,82
LLBS,081/082,q4,4.44,4.44,4.19,2.75,19600136.0,441662100.0,4,81
LLBS,081/082,q3,15.17,15.17,5.34,9.02,50239919.0,441662100.0,3,81
LSL,082/083,q3,10.15,10.15,1.93,5.89,2038184000.0,26781163000.0,3,82
LSL,082/083,q2,-2.04,-2.04,-3.15,-1.22,-273615000.0,26781163000.0,2,82
LSL,082/083,q1,5.46,5.46,10.78,2.95,332331000.0,24346512000.0,1,82
LSL,081/082,q4,16.91,16.91,12.34,9.58,4116967000.0,24346512000.0,4,81
LSL,081/082,q3,9.05,9.05,3.17,5.28,1652163000.0,24346512000.0,3,81
MABEL,082/083,q2,2.33,2.33,2.33,2.26,4504127.0,385824000.0,2,82
MABEL,082/083,q3,2.33,-2.92,-2.92,0.06,173117.0,385824000.0,3,82
MABEL,082/083,q1,-5.11,-5.11,,-1.65,-1643190.0,385824000.0,1,82
MAKAR,082/083,q4,10.3,10.3,10.3,8.98,78243927.0,760000000.0,4,82
MAKAR,082/083,q3,11.46,15.28,13.28,9.94,87117473.0,760000000.0,3,82
MAKAR,082/083,q2,10.53,21.06,21.06,18.33,80014741.0,760000000.0,2,82
MAKAR,082/083,q1,14.78,14.78,14.78,13.69,28087218.0,760000000.0,1,82
MAKAR,081/082,q4,6.51,6.51,6.51,6.22,49492461.0,760000000.0,4,81
MANDU,082/083,q4,23.36,23.36,23.36,14.34,318551200.0,1363637000.0,4,82
MANDU,082/083,q3,18.21,24.27,24.27,15.19,248265539.0,1363637000.0,3,82
MANDU,082/083,q2,13.43,26.85,26.85,17.57,183087934.0,1363637000.0,2,82
MANDU,082/083,q1,3.69,14.74,14.74,10.3,50257201.0,1363637000.0,1,82
MANDU,081/082,q4,4.3,4.3,4.3,3.09,58639857.0,1363637000.0,4,81
MATRI,082/083,q3,11.34,15.11,-77.93,11.4,71230478.0,628357337.0,3,82
MATRI,082/083,q2,11.25,11.25,-82.33,9.38,35349418.0,628357337.0,2,82
MATRI,082/083,q1,-3.14,-3.14,-15.61,-6.78,-19707920.0,628357340.0,1,82
MATRI,081/082,q4,-9.22,-9.22,-17.61,-5.03,-57948682.0,628357337.0,4,81
MATRI,081/082,q3,-9.24,-9.24,-7.61,-4.66,-43544393.0,628357337.0,3,81
MBJC,082/083,q3,1.71,1.71,1.71,0.46,76741660.0,6000000000.0,3,82
MBJC,082/083,q2,2.04,2.04,2.04,2.16,61223860.0,6000000000.0,2,82
MBJC,082/083,q1,1.1,1.1,1.1,1.17,16494650.0,6000000000.0,1,82
MBJC,081/082,q4,-0.68,-0.68,-0.68,-0.73,-41080000.0,6000000000.0,4,81
MBJC,081/082,q3,-0.61,-0.61,-0.61,-0.65,-27491250.0,6000000000.0,3,81
MBL,082/083,q3,18.3,18.3,7.81,10.9,1658659813.0,15086211564.0,3,82
MBL,082/083,q2,16.73,16.73,7.22,10.52,1011173462.0,12086211564.0,2,82
MBL,082/083,q1,13.83,13.83,-3.78,8.95,417956340.0,12086211560.0,1,82
MBL,081/082,q4,17.31,17.31,9.23,11.13,2011461519.0,11621357273.0,4,81
MBL,081/082,q3,12.65,12.65,0.36,8.34,1102627843.0,11621357273.0,3,81
MCHL,082/083,q3,0.93,0.93,0.93,-3.87,3770520.0,542583300.0,3,82
MCHL,082/083,q2,5.29,5.29,5.29,-24.12,14347144.0,542583300.0,2,82
MCHL,081/082,q4,-45.03,,,-598.09,-464859660.0,542583300.0,4,81
MCHL,081/082,q3,-45.03,-45.03,-45.03,,-464859660.0,542583300.0,3,81
MCHL,081/082,q2,-38.76,-38.76,,,-386769585.0,542583300.0,2,81
MDB,082/083,q4,11.6,11.6,11.73,8.15,141215829.0,1217100000.0,4,82
MDB,082/083,q3,10.54,10.54,9.9,7.51,96218802.0,1217100000.0,3,82
MDB,082/083,q2,9.37,9.37,7.76,6.75,57005633.0,1217100000.0,2,82
MDB,082/083,q1,8.29,8.29,18.31,5.79,25223268.0,1217100000.0,1,82
MDB,081/082,q4,10.71,10.71,12.83,7.59,130402070.0,1217100000.0,4,81
MEGA,079/080,q1,12.63,,,8.9,509169278.0,16120461453.0,1,79
MEGA,078/079,q4,17.57,,10.14,12.31,2831864380.0,16120461453.0,4,78
MEGA,078/079,q3,16.77,,,12.19,2014534190.0,16120461450.0,3,78
MEGA,078/079,q2,17.368138289111794,,,13.038867802243223,1399912019.0,16120461453.0,2,78
MEGA,078/079,q1,24.24,,,17.18,914686689.0,14654964958.0,1,78
MEHL,082/083,q4,1.73,1.73,1.73,2.68,13876185.0,800000000.0,4,82
MEHL,082/083,q3,0.93,1.23,1.23,1.94,7403650.0,800000000.0,3,82
MEHL,082/083,q2,2.33,4.66,4.66,7.41,18646932.0,800000000.0,2,82
MEHL,082/083,q1,2.44,9.76,9.76,14.74,19520098.0,800000000.0,1,82
MEHL,081/082,q4,-2.6,-2.6,-2.6,-4.08,-20799312.0,800000000.0,4,81
MEL,082/083,q3,-3.11,-3.11,-3.11,5.29,67669000.0,2900000000.0,3,82
MEL,082/083,q2,-4.31,-4.31,-4.31,-7.32,-62454000.0,2900000000.0,2,82
MEL,082/083,q1,-5.64,-5.64,-5.64,-9.5,-41168000.0,2900000000.0,1,82
MEL,081/082,q4,-3.27,-3.27,-3.27,-5.5,-97403000.0,2900000000.0,4,81
MEL,081/082,q3,-3.43,-3.43,-3.43,-5.54,-74517000.0,2900000000.0,3,81
MEN,082/083,q4,25.52,25.52,25.52,16.93,797043756.0,3123258850.0,4,82
MEN,082/083,q3,16.89,22.47,22.47,15.8,527633110.0,3123258850.0,3,82
MEN,082/083,q2,17.34,34.68,17.34,24.3,541449548.0,3123258850.0,2,82
MEN,082/083,q1,16.27,65.09,,38.79,423496693.0,2602715708.0,1,82
MEN,081/082,q4,24.17,24.17,24.17,15.89,629075947.0,2602715708.0,4,81
MERO,082/083,q3,13.33,13.33,10.16,8.75,148575606.0,1486402500.0,3,82
MERO,082/083,q2,13.88,13.88,10.39,8.91,98512167.0,1419000000.0,2,82
MERO,082/083,q1,-3.43,-3.43,6.41,-2.18,-12177479.0,1419000000.0,1,82
MERO,081/082,q4,15.23,15.23,7.97,9.63,216090214.0,1419000000.0,4,81
MERO,081/082,q3,12.15,12.15,-0.95,7.95,129355514.0,1419000000.0,3,81
MFIL,082/083,q3,21.6,21.6,22.6,8.89,218910213.0,1351552849.0,3,82
MFIL,082/083,q2,20.03,20.03,17.43,11.43,135378530.0,1351552849.0,2,82
MFIL,082/083,q1,13.73,13.73,41.81,8.16,46394860.0,1351552850.0,1,82
MFIL,081/082,q4,23.26,23.26,26.22,12.86,314382968.0,1351552849.0,4,81
MFIL,081/082,q3,16.88,16.88,15.07,9.92,171119377.0,1351552849.0,3,81
MHCL,082/083,q3,7.8,10.38,10.38,11.81,62615126.0,802500000.0,3,82
MHCL,082/083,q2,8.4,16.81,8.4,18.99,67441338.0,802500000.0,2,82
MHCL,082/083,q1,5.09,20.36,,23.9,40837338.0,802500000.0,1,82
MHCL,081/082,q4,3.4,3.4,3.4,4.25,27324418.0,802500000.0,4,81
MHCL,081/082,q3,3.76,5.02,5.02,6.24,30196599.0,802500000.0,3,81
MHL,082/083,q3,8.47,8.47,8.47,7.45,41086507.0,646767085.0,3,82
MHL,082/083,q2,11.14,11.14,11.14,9.89,36036711.0,646767085.0,2,82
MHL,082/083,q1,15.07,15.07,15.07,13.53,24365990.0,646767000.0,1,82
MHL,081/082,q4,6.17,6.17,6.17,5.75,39897121.0,646767100.0,4,81
MHL,081/082,q3,7.56,7.56,7.56,7.09,36679890.0,646767100.0,3,81
MHNL,082/083,q3,6.14,8.17,8.17,,76743926.0,1250000000.0,3,82
MHNL,082/083,q2,0.57,1.14,0.57,3.67,7140104.0,1250000000.0,2,82
MHNL,082/083,q1,6.79,27.17,27.17,27.17,84906010.0,1250000000.0,1,82
MHNL,081/082,q4,-33.29,-33.29,-33.29,-139.88,-416064539.0,1250000000.0,4,81
MHNL,081/082,q3,-31.42,-41.89,-41.89,-164.91,-392717134.0,1250000000.0,3,81
MKCL,082/083,q3,-3.49,-3.49,-3.49,-3.35,-19762751.0,756000000.0,3,82
MKCL,082/083,q2,4.69,4.69,4.69,2.16,17726739.0,756000000.0,2,82
MKCL,082/083,q1,6.29,6.29,6.29,5.38,11007167.0,700000000.0,1,82
MKCL,081/082,q4,14.36,14.36,14.36,13.17,100532914.0,700000000.0,4,81
MKCL,081/082,q3,4.28,4.28,4.28,4.33,22449033.0,700000000.0,3,81
MKHC,082/083,q4,1.58,1.58,1.58,2.57,15850000.0,1000000000.0,4,82
MKHC,082/083,q3,3.99,3.99,3.99,6.16,29250000.0,1000000000.0,3,82
MKHC,082/083,q2,8.96,8.96,8.96,13.56,43818000.0,1000000000.0,2,82
MKHC,082/083,q1,11.37,11.37,11.37,18.0,28419000.0,1000000000.0,1,82
MKHC,081/082,q4,-6.36,-6.36,-6.36,-10.92,-63581000.0,1000000000.0,4,81
MKHL,082/083,q3,3.92,3.92,3.92,3.77,11538450.0,392156800.0,3,82
MKHL,082/083,q2,-3.24,-3.24,-3.24,-3.26,-6352978.0,392156800.0,2,82
MKHL,082/083,q1,5.59,5.59,5.59,5.46,5483456.0,392156800.0,1,82
MKHL,081/082,q4,0.68,0.68,0.68,0.68,2674506.0,392156800.0,4,81
MKHL,081/082,q3,0.83,0.83,0.83,0.82,2449840.0,392156800.0,3,81
MKJC,082/083,q4,0.46,0.46,0.46,0.45,1732661.0,376319800.0,4,82
MKJC,082/083,q3,4.09,4.09,3.09,3.91,11556272.0,376319800.0,3,82
MKJC,082/083,q2,9.4,9.4,9.4,8.85,17677959.0,376319800.0,2,82
MKJC,082/083,q1,10.31,10.31,,9.9,9697100.0,376319800.0,1,82
MKJC,081/082,q4,0.93,0.93,0.93,0.92,3506655.0,376319800.0,4,81
MLBBL,082/083,q4,20.07,20.07,12.8,11.95,51357077.41,255843621.85,4,82
MLBBL,082/083,q3,32.4,38.36,14.57,19.16,73597294.62,255843621.85,3,82
MLBBL,082/083,q2,47.22,47.22,9.77,21.11,52871724.99,223933148.23,2,82
MLBBL,082/083,q1,60.09,60.09,34.8,28.49,33637920.0,223933150.0,1,82
MLBBL,081/082,q4,37.58,37.58,37.58,19.65,84153010.0,223933150.0,4,81
MLBL,082/083,q4,13.96,13.96,10.31,8.66,629951628.0,4511281066.0,4,82
MLBL,082/083,q3,13.59,13.59,2.44,8.37,459964152.0,4511281066.0,3,82
MLBL,082/083,q2,14.24,14.24,1.62,8.62,305931089.0,4296458158.0,2,82
MLBL,082/083,q1,9.08,9.08,7.22,5.49,97512436.0,4296458158.0,1,82
MLBL,081/082,q4,11.79,11.79,11.51,7.1,506665440.0,4296458160.0,4,81
MLBS,082/083,q3,16.06,16.06,-16.06,11.72,13174850.0,109375000.0,3,82
MLBS,082/083,q2,16.22,16.22,-17.82,11.77,8868397.0,109375000.0,2,82
MLBS,082/083,q1,15.69,15.69,-74.94,11.74,4291028.0,109375000.0,1,82
MLBS,081/082,q4,11.92,11.92,15.6,9.47,13034566.0,109375000.0,4,81
MLBS,081/082,q3,11.38,11.38,-27.83,9.25,9331124.0,109375000.0,3,81
MLBSL,082/083,q3,25.31,33.74,26.94,13.83,55061514.0,217562500.0,3,82
MLBSL,082/083,q2,33.06,33.06,17.93,12.81,35966272.0,217562500.0,2,82
MLBSL,082/083,q1,37.23,37.23,,14.82,20248526.0,217562500.0,1,82
MLBSL,081/082,q4,38.68,38.68,31.05,16.25,84147308.0,217562500.0,4,81
MLBSL,081/082,q3,65.43,65.43,3.58,26.16,106763666.0,217562500.0,3,81
MMKJL,082/083,q4,11.13,11.13,11.13,11.07,111282991.0,1000000000.0,4,82
MMKJL,082/083,q3,8.46,11.25,,11.49,84612865.0,1000000000.0,3,82
MMKJL,082/083,q2,8.57,17.13,17.13,17.47,85656993.0,1000000000.0,2,82
MMKJL,082/083,q1,6.06,24.23,24.23,25.36,60576800.0,1000000000.0,1,82
MMKJL,081/082,q4,-0.64,-0.64,-0.64,-0.71,-6386754.0,1000000000.0,4,81
MNBBL,082/083,q4,18.98,18.98,8.45,12.27,1518361000.0,800089000.0,4,82
MNBBL,082/083,q3,15.71,15.71,5.49,10.1,942601000.0,8000389000.0,3,82
MNBBL,082/083,q2,16.8,16.8,3.99,11.24,672040000.0,8000389000.0,2,82
MNBBL,082/083,q1,12.76,12.76,17.38,7.5,224774000.0,7046938000.0,1,82
MNBBL,081/082,q4,21.82,21.82,20.75,12.84,1537431000.0,7046938000.0,4,81
MPFL,082/083,q3,1.16,1.16,1.16,0.97,5323772.58,610200000.0,3,82
MPFL,082/083,q2,2.57,2.57,2.57,2.17,7834737.55,610200000.0,2,82
MPFL,082/083,q1,8.89,8.89,8.89,7.44,13567700.0,610200000.0,1,82
MPFL,081/082,q4,3.82,3.82,3.82,0.58,23324317.07,610200000.0,4,81
MPFL,081/082,q3,4.73,4.73,4.73,0.76,21647419.85,610200000.0,3,81
MSHL,082/083,q3,18.32,18.32,18.32,13.65,102817485.0,748400000.0,3,82
MSHL,082/083,q2,19.94,19.94,19.94,15.32,74601021.0,748400000.0,2,82
MSHL,082/083,q1,22.36,22.36,22.36,17.78,41835429.0,748400000.0,1,82
MSHL,081/082,q4,16.33,17.66,17.66,14.69,132140029.0,748400000.0,4,81
MSHL,081/082,q3,15.52,15.52,15.52,13.6,87131637.0,748400000.0,3,81
MSLB,082/083,q4,49.88,49.88,42.58,29.11,193278213.08,387494866.46,4,82
MSLB,082/083,q3,42.26,42.26,25.87,20.04,122811196.08,387494866.46,3,82
MSLB,082/083,q2,36.14,36.14,18.4,18.36,70020862.27,387494866.46,2,82
MSLB,082/083,q1,37.28,27.28,37.41,16.67,34477419.22,369923500.2,1,82
MSLB,081/082,q4,30.96,30.96,33.57,14.4,114529910.92,369923500.2,4,81
NABBC,082/083,q3,-10.98,-12.61,-9.48,-28.76,-49781513.0,524993055.0,3,82
NABBC,082/083,q2,-11.2,-11.2,-9.58,-66.28,-47347804.0,494333355.0,2,82
NABBC,082/083,q1,-16.84,-16.84,-33.69,-179.2,-22107026.0,262467600.0,1,82
NABBC,081/082,q4,-9.59,-9.59,-9.58,-4.3,-25169200.0,262467600.0,4,81
NABBC,081/082,q3,-4.86,-4.86,,,-12674661.0,262467600.0,3,81
NABIL,082/083,q4,28.36,28.36,19.1,11.76,7905796000.0,32056997000.0,4,82
NABIL,082/083,q3,33.02,33.02,21.16,13.66,6764646000.0,32056997000.0,3,82
NABIL,082/083,q2,35.04,35.04,22.5,14.54,4759641000.0,32056997000.0,2,82
NABIL,082/083,q1,25.49,25.49,30.15,10.7,1756991000.0,27056997000.0,1,82
NABIL,081/082,q4,26.34,26.34,17.64,11.64,7127566000.0,27056997000.0,4,81
NADEP,082/083,q3,13.4,17.87,9.77,10.94,65105983.0,485760000.0,3,82
NADEP,082/083,q2,15.52,15.52,-13.52,9.86,37686437.0,485760000.0,2,82
NADEP,082/083,q1,4.75,4.75,-18.05,3.08,5768080.0,485760000.0,1,82
NADEP,081/082,q4,11.06,11.06,-7.84,0.67,5372146.0,485760000.0,4,81
NADEP,081/082,q3,2.11,2.11,-12.99,1.35,7705280.0,485760000.0,3,81
NBB,078/079,q3,14.69,,,9.165864146314275,1111137180.0,10085399740.0,3,78
NBB,078/079,q2,16.08567279576876,,,10.225673249323732,811152201.0,10085399738.0,2,78
NBB,078/079,q1,18.29,,,10.44449069196128,411465144.0,9004821195.0,1,78
NBB,077/078,q4,25.459613837451663,,,14.91945140339059,2292592703.0,9004821195.0,4,77
NBB,077/078,q3,18.19480528841306,,,14.661772932528624,1638409683.0,9004821195.0,3,77
NBL,082/083,q3,25.34,25.34,2.92,9.59,2792981922.0,14694022928.0,3,82
NBL,082/083,q2,17.76,17.76,-12.45,6.85,1304852928.0,14694022928.0,2,82
NBL,082/083,q1,16.01,16.01,-15.52,6.15,588287500.0,14694022930.0,1,82
NBL,081/082,q4,25.68,25.68,-3.06,10.22,3773008987.0,14694022928.0,4,81
NBL,081/082,q3,25.26,25.26,2.78,9.69,2783494683.0,14694022928.0,3,81
NCCB,079/080,q1,18.56,,,12.46,516836162.0,11139678014.0,1,79
NCCB,078/079,q4,18.15,,13.23,12.29,2022222773.0,11139678014.0,4,78
NCCB,078/079,q3,17.81,,,12.45,1487722870.0,11139678010.0,3,78
NCCB,078/079,q2,16.17,,,11.681346753794704,900543495.0,11139678014.0,2,78
NCCB,078/079,q1,20.09,,,13.77,518057896.0,10314516680.0,1,78
NESDO,082/083,q3,48.81,65.09,70.55,22.58,142215065.02,291337500.0,3,82
NESDO,082/083,q2,63.99,63.99,58.76,23.71,93216060.0,291337500.0,2,82
NESDO,082/083,q1,44.8,44.8,66.66,16.44,32629910.36,291337500.0,1,82
NESDO,081/082,q4,-3.96,-3.96,58.04,-1.32,-10099622.84,291337500.0,4,81
NESDO,081/082,q3,-60.68,-60.68,21.67,-23.63,-116058133.96,291337500.0,3,81
NFS,082/083,q3,-10.14,-13.48,-48.42,-11.01,-78625205.0,775646747.0,3,82
NFS,082/083,q2,-11.26,-22.52,-49.54,-8.92,-87349399.0,775646747.0,2,82
NFS,082/083,q1,-7.84,-7.84,-31.36,-25.24,-59560080.0,759446750.0,1,82
NFS,081/082,q4,2.86,2.86,-37.91,2.16,21745870.0,759446747.0,4,81
NFS,081/082,q3,0.31,0.31,-38.09,0.23,1700607.0,729906747.0,3,81
NGPL,082/083,q3,,1.39,1.39,0.91,40469238.0,3878429974.0,3,82
NGPL,082/083,q2,1.95,1.95,1.95,1.24,36164790.0,3702558446.0,2,82
NGPL,082/083,q1,2.35,2.35,2.35,1.51,21724202.0,3702558450.0,1,82
NGPL,081/082,q4,0.46,0.46,0.46,0.28,17115618.0,3702558446.0,4,81
NGPL,081/082,q3,0.83,0.83,0.83,0.52,22994344.0,3702558446.0,3,81
NHDL,082/083,q3,16.58,16.58,16.58,14.54,57167000.0,423134000.0,3,82
NHDL,082/083,q2,21.15,21.15,21.15,17.37,44738000.0,423134000.0,2,82
NHDL,082/083,q1,22.33,22.33,22.33,17.55,21669000.0,388197000.0,1,82
NHDL,081/082,q4,13.77,13.77,13.77,11.31,53440000.0,388197000.0,4,81
NHDL,081/082,q3,17.11,17.11,17.11,14.16,49825000.0,388197000.0,3,81
NHPC,082/083,q3,,1.04,1.04,1.44,25989250.0,2467162915.0,3,82
NHPC,082/083,q2,2.11,2.11,2.11,2.16,25989250.0,2467162915.0,2,82
NHPC,082/083,q1,0.41,0.41,0.41,1.79,10677604.0,2467162915.0,1,82
NHPC,081/082,q4,0.13,0.13,0.13,0.13,3132636.0,2467162915.0,4,81
NHPC,081/082,q3,-0.25,-0.25,-0.25,-0.46,-8141408.0,2467162915.0,3,81
NICA,082/083,q3,1.27,1.27,-91.56,0.73,140324168.0,14917566922.0,3,82
NICA,082/083,q2,1.77,1.77,-49.6,0.9,131191673.0,14917566922.0,2,82
NICA,082/083,q1,3.28,3.28,-27.7,1.65,122160860.0,14917566922.0,1,82
NICA,081/082,q4,1.08,1.08,-34.9,0.55,161573240.0,14917566920.0,4,81
NICA,081/082,q3,1.41,1.41,-23.92,0.71,156775959.0,14917566922.0,3,81
NICL,082/083,q3,5.55,5.55,5.55,3.2,106017179.0,2548575005.0,3,82
NICL,082/083,q2,0.39,0.39,0.39,0.23,4958472.0,2548575005.0,2,82
NICL,082/083,q1,-3.78,-3.78,-3.78,-8.82,-96378680.0,2548575010.0,1,82
NICL,081/082,q4,16.74,16.74,16.74,8.42,316459290.0,1890878230.0,4,81
NICL,081/082,q3,12.58,12.58,12.58,6.59,178450770.0,1890878230.0,3,81
NICLBSL,082/083,q3,6.15,8.2,-18.61,4.83,106916003.0,1739440000.0,3,82
NICLBSL,082/083,q2,2.16,2.16,-22.54,1.77,18814560.0,1739440000.0,2,82
NICLBSL,082/083,q1,2.09,2.09,-26.07,1.4,9090662.0,1739440000.0,1,82
NICLBSL,081/082,q4,-25.79,-25.79,-23.41,-21.27,-448665262.0,1739440000.0,4,81
NICLBSL,081/082,q3,0.1,0.1,2.38,0.07,1298504.0,1739440000.0,3,81
NIFRA,082/083,q4,4.57,4.57,,2.37,987395000.0,21600000000.0,4,82
NIFRA,082/083,q3,3.97,3.97,2.49,3.38,643310000.0,21600000000.0,3,82
NIFRA,082/083,q2,3.8,3.8,3.8,3.24,409940000.0,21600000000.0,2,82
NIFRA,082/083,q1,3.86,3.86,3.86,3.2,208540000.0,21600000000.0,1,82
NIFRA,081/082,q4,5.3,5.3,5.34,4.49,1145543000.0,21600000000.0,4,81
NIL,082/083,q3,17.74,17.74,17.74,3.53,163956171.0,2772278300.0,3,82
NIL,082/083,q2,0.8,0.8,0.8,2.99,93909753.0,2691532328.0,2,82
NIL,082/083,q1,-3.09,-3.09,-3.09,-5.44,-83134650.0,2691532330.0,1,82
