symbol,fiscal_year,quarter,eps,eps_a,dps,roe,net_profit,paidup_capital,quarter_num,fy_start
SHLB,082/083,q2,36.75,36.75,18.36,15.3,20084450.0,109375000.0,2,82
SHLB,082/083,q1,-70.8,-70.8,,-29.45,-19345520.0,109375000.0,1,82
SHLB,081/082,q4,41.25,41.25,32.15,16.64,45085740.0,109375000.0,4,81
SHLB,081/082,q3,28.91,28.91,22.53,12.58,23699470.0,109375000.0,3,81
SHPC,082/083,q3,3.62,4.82,4.82,3.61,135481534.0,3737993710.0,3,82
SHPC,082/083,q2,3.36,6.72,3.36,3.98,125618748.0,3737993710.0,2,82
SHPC,082/083,q1,17.56,17.56,17.56,10.29,164067760.0,3737993710.0,1,82
SHPC,081/082,q4,8.66,8.66,8.66,5.0,323769648.0,3737993710.0,4,81
SHPC,081/082,q3,7.41,9.88,9.88,5.71,276911072.0,3737993710.0,3,81
SICL,082/083,q3,3.03,3.03,3.03,1.6,70575608.0,3101567800.0,3,82
SICL,082/083,q2,-3.06,-3.06,-3.06,-1.56,-44731683.0,2923099000.0,2,82
SICL,082/083,q1,-5.43,-5.43,-5.43,-11.27,-158586420.0,2923099000.0,1,82
SICL,081/082,q4,15.49,15.49,15.49,7.78,452719180.0,2923099000.0,4,81
SICL,081/082,q3,16.29,16.29,16.29,8.32,357054410.0,2923099000.0,3,81
SIFC,082/083,q3,3.38,3.38,1.95,2.43,25360875.0,1000000000.0,3,82
SIFC,082/083,q2,2.24,2.24,0.41,1.79,12163543.0,1000000000.0,2,82
SIFC,082/083,q1,1.38,1.38,25.73,0.98,3443790.0,1000000000.0,1,82
SIFC,081/082,q4,6.99,6.99,6.28,4.92,69930612.0,1000000000.0,4,81
SIFC,081/082,q3,6.55,6.55,3.61,4.67,49107180.0,1000000000.0,3,81
SIKLES,082/083,q3,16.3,16.3,16.3,14.48,119491508.04,977500000.0,3,82
SIKLES,082/083,q2,24.94,24.94,24.94,22.15,105982303.21,850000000.0,2,82
SIKLES,082/083,q1,41.27,41.27,41.27,41.27,87699848.97,850000000.0,1,82
SIKLES,081/082,q4,9.12,9.12,9.12,7.87,77496787.46,850000000.0,4,81
SIKLES,081/082,q3,13.56,13.56,13.56,11.46,86425243.71,850000000.0,3,81
SINDU,082/083,q3,-7.91,-7.91,-47.78,-8.64,-33073687.0,557456067.0,3,82
SINDU,082/083,q2,-5.5,-5.5,-0.41,-5.89,-15468122.0,557456067.0,2,82
SINDU,082/083,q1,-32.0,-32.0,-182.01,-35.77,-44597701.0,557456067.0,1,82
SINDU,081/082,q4,21.15,21.15,-32.31,24.39,117878751.0,557456067.0,4,81
SINDU,081/082,q3,18.76,18.76,,23.49,78451034.0,557456067.0,3,81
SIPD,082/083,q3,-4.97,-6.62,-6.62,-6.84,-48664509.0,980000000.0,3,82
SJCL,082/083,q3,0.79,0.79,0.79,0.96,21538630.0,3650000000.0,3,82
SJCL,082/083,q2,5.95,5.95,5.95,7.04,108527880.0,3650000000.0,2,82
SJCL,082/083,q1,16.72,16.72,16.72,19.56,152836820.0,3650000000.0,1,82
SJCL,081/082,q4,-1.46,-1.46,-1.46,-9.39,-279380000.0,3650000000.0,4,81
SJCL,081/082,q3,-8.87,-8.87,-8.87,,-242868170.0,3650000000.0,3,81
SJLIC,082/083,q3,8.79,,8.79,6.99,330332699.0,5011947797.0,3,82
SJLIC,082/083,q2,8.06,8.06,8.06,6.53,201873791.0,5011947797.0,2,82
SJLIC,082/083,q1,9.78,9.78,9.78,7.27,122490740.0,5011947800.0,1,82
SJLIC,081/082,q4,6.99,6.99,6.99,5.51,350286400.0,5011947794.0,4,81
SJLIC,081/082,q3,7.87,7.87,7.87,4.7,295750377.0,5011947797.0,3,81
SKBBL,082/083,q4,13.26,13.26,33.46,7.95,653145927.08,4927170079.47,4,82
SKBBL,082/083,q3,13.08,13.08,31.27,5.97,483277425.36,4927170079.47,3,82
SKBBL,082/083,q2,15.46,15.46,29.79,7.14,380955883.11,4927170079.47,2,82
SKBBL,082/083,q1,21.1,21.19,46.32,8.68,228498366.79,4312621513.76,1,82
SKBBL,081/082,q4,20.38,20.38,42.67,8.52,878701123.23,4312621513.76,4,81
SKHEL,082/083,q3,-4.37,-4.37,-4.37,-4.74,-22608471.0,689674400.0,3,82
SKHEL,082/083,q2,0.78,0.78,0.78,0.83,2164170.0,551739400.0,2,82
SKHL,082/083,q3,11.73,15.64,15.64,8.49,181775158.41,1550000000.0,3,82
SLBBL,082/083,q3,23.47,30.3,18.01,19.51,210230760.62,895633630.43,3,82
SLBBL,082/083,q2,32.53,32.53,34.82,18.73,127495557.06,783924403.0,2,82
SLBBL,082/083,q1,25.84,25.84,28.4,15.57,50647969.5,783924403.0,1,82
SLBBL,081/082,q4,30.58,30.58,21.9,19.09,239705800.55,783924403.0,4,81
SLBBL,081/082,q3,30.93,30.93,39.4,18.03,160242776.93,690682293.0,3,81
SLBSL,082/083,q3,34.45,45.93,-42.02,33.46,58835585.0,170805000.0,3,82
SLBSL,082/083,q2,39.01,39.01,-51.24,40.17,33314886.0,170805000.0,2,82
SLBSL,082/083,q1,21.28,21.28,-35.2,17.44,9088560.0,170805000.0,1,82
SLBSL,081/082,q4,2.33,2.33,-32.03,16.47,3988214.0,170805000.0,4,81
SLBSL,081/082,q3,-5.93,-5.93,-5.93,-7.33,-10124510.0,170805000.0,3,81
SMATA,082/083,q3,16.62,16.62,8.76,11.88,82307530.0,660504140.0,3,82
SMATA,082/083,q2,17.12,17.12,13.27,12.61,56536450.0,660504140.0,2,82
SMATA,082/083,q1,12.54,12.54,18.7,,19716320.0,629051560.0,1,82
SMATA,081/082,q4,13.51,13.51,10.91,9.98,84998100.0,629051560.0,4,81
SMATA,081/082,q3,5.54,5.54,2.92,4.38,26148920.0,629051570.0,3,81
SMB,082/083,q4,56.82,56.82,50.78,27.7,76184954.0,134075577.0,4,82
SMB,082/083,q3,46.53,46.53,39.14,25.31,46784425.0,134075577.0,3,82
SMB,082/083,q2,51.87,51.87,35.96,27.44,31755793.0,122443449.0,2,82
SMB,082/083,q1,52.92,52.92,39.74,27.77,16200340.0,122443450.0,1,82
SMB,081/082,q4,41.81,41.81,41.81,24.65,51198600.0,122443450.0,4,81
SMFBS,082/083,q3,37.96,37.96,,17.56,43690181.0,153445509.0,3,82
SMFBS,082/083,q2,38.11,38.11,48.58,18.49,29242796.0,153445509.0,2,82
SMFBS,082/083,q1,20.92,20.92,35.19,10.88,8027100.0,153445510.0,1,82
SMFBS,081/082,q4,47.15,187.27,39.32,25.18,72350985.0,153445509.0,4,81
SMFBS,081/082,q3,32.61,32.61,32.61,20.79,35737470.0,146138580.0,3,81
SMH,082/083,q3,7.06,9.4,9.4,7.17,37792058.0,535000000.0,3,82
SMH,082/083,q2,12.88,25.76,25.76,22.13,68900044.0,535000000.0,2,82
SMH,082/083,q1,6.19,13.15,13.15,42.38,70379186.12,535000000.0,1,82
SMH,081/082,q4,13.15,13.15,13.15,7.29,46737467.46,535000000.0,4,81
SMH,081/082,q3,8.74,8.74,8.74,9.52,45682180.85,535000000.0,3,81
SMHL,082/083,q4,18.4,18.4,18.4,20.48,425993090.0,2315250000.0,4,82
SMHL,082/083,q3,10.55,14.03,14.03,12.56,244182550.0,2315250000.0,3,82
SMHL,082/083,q2,9.34,18.68,18.68,16.14,205988540.0,2205000000.0,2,82
SMHL,082/083,q1,20.3,20.3,20.3,18.2,111884280.0,2205000000.0,1,82
SMHL,081/082,q4,6.33,6.33,6.33,5.87,139540500.0,2205000000.0,4,81
SMJC,082/083,q3,3.14,3.14,3.14,2.81,26829350.0,1173200000.0,3,82
SMJC,082/083,q2,3.97,3.97,3.97,3.58,22593609.0,1173200000.0,2,82
SMJC,082/083,q1,10.46,10.46,,9.65,30686540.0,1173200000.0,1,82
SMJC,081/082,q4,2.28,2.28,2.28,2.04,25564054.0,1173200000.0,4,81
SMJC,081/082,q3,3.7,3.7,3.7,3.35,31572024.0,1173200000.0,3,81
SMPDA,082/083,q3,18.9,25.2,9.45,15.71,132475743.0,700858345.0,3,82
SMPDA,082/083,q2,24.55,24.55,9.51,15.52,86030023.0,700858345.0,2,82
SMPDA,082/083,q1,30.98,30.98,15.88,167.57,54726492.0,700858345.0,1,82
SMPDA,081/082,q4,11.46,11.46,12.17,0.76,80331085.94,700858345.0,4,81
SMPDA,081/082,q3,20.37,20.37,-1.38,13.23,107058739.13,700858345.0,3,81
SNLI,082/083,q3,8.55,,8.55,6.05,340023147.0,5282793600.0,3,82
SNLI,082/083,q2,11.3,11.3,11.3,7.7,285415398.0,5031232000.0,2,82
SNLI,082/083,q1,19.02,19.02,19.02,11.75,239277620.0,5031226500.0,1,82
SNLI,081/082,q4,10.83,10.83,10.83,7.02,542478610.0,5008691600.0,4,81
SNLI,081/082,q3,11.07,11.07,11.07,6.74,328997690.84,3961600000.0,3,81
SNORL,082/083,q4,14.21,14.21,14.21,10.64,111818242.51,937500000.0,4,82
SOHL,082/083,q3,8.58,11.41,11.41,8.42,858102785.0,10000000000.0,3,82
SONA,082/083,q3,7.35,9.78,9.78,4.96,226134709.0,3075050000.0,3,82
SONA,082/083,q2,1.54,3.09,3.09,1.61,47503796.0,3075050000.0,2,82
SONA,082/083,q1,1.42,1.42,1.42,2.96,43688339.0,3075050000.0,1,82
SONA,081/082,q4,0.2,0.2,0.2,0.1,6150264.0,3075050000.0,4,81
SONA,081/082,q3,-3.29,-3.29,-3.29,-1.04,-75936421.0,3075050000.0,3,81
SPC,082/083,q3,-0.95,-0.95,,-0.32,-1298443.0,500000000.0,3,82
SPC,082/083,q2,-1.76,-1.76,-1.76,-1.87,-4944390.0,500000000.0,2,82
SPC,082/083,q1,4.32,17.43,17.43,5.54,21785767.0,500000000.0,1,82
SPC,081/082,q4,1.76,1.76,1.76,0.72,3858614.0,500000000.0,4,81
SPC,081/082,q3,-0.45,-3.22,-3.22,-3.05,-12070624.0,500000000.0,3,81
SPDL,082/083,q3,,5.33,5.33,2.96,53236534.37,1330848750.0,3,82
SPDL,082/083,q2,9.18,9.18,9.18,7.74,55538509.63,1209862500.0,2,82
SPDL,082/083,q1,12.87,12.87,12.87,10.97,38939780.0,1209862500.0,1,82
SPDL,081/082,q4,5.01,5.01,5.01,4.34,60591549.42,1209862500.0,4,81
SPDL,081/082,q3,4.81,4.81,4.81,4.22,43661090.0,1209862500.0,3,81
SPHL,082/083,q3,3.79,3.79,1.79,5.33,11372969.0,300000000.0,3,82
SPHL,082/083,q2,5.29,10.58,10.58,11.0,15865806.0,300000000.0,2,82
SPHL,082/083,q1,5.17,5.17,,21.41,15504036.0,300000000.0,1,82
SPHL,081/082,q4,1.93,1.93,1.93,2.11,5777987.0,300000000.0,4,81
SPHL,081/082,q3,4.92,4.92,4.92,2.77,11066570.0,300000000.0,3,81
SPIL,082/083,q3,1.91,1.91,1.91,0.76,40134364.95,2806549900.0,3,82
SPIL,082/083,q2,-12.72,-12.72,-12.72,-5.27,-178552547.67,2806549900.0,2,82
SPIL,082/083,q1,-10.64,-10.64,-10.64,-16.05,-298541770.0,2806549900.0,1,82
SPIL,081/082,q4,25.41,25.41,25.41,9.26,713180707.59,2806549900.0,4,81
SPIL,081/082,q3,21.55,21.55,21.55,8.17,453604615.41,2806549900.0,3,81
SPL,082/083,q3,8.16,8.16,8.16,8.05,12233315.0,200000000.0,3,82
SPL,082/083,q2,6.21,12.42,12.42,12.27,12416532.0,200000000.0,2,82
SPL,082/083,q1,5.03,20.08,20.08,20.1,10052479.0,200000000.0,1,82
SPL,081/082,q4,2.63,2.63,2.63,2.76,5250301.0,200000000.0,4,81
SPL,081/082,q3,4.3,4.3,4.3,1.61,4298366.0,200000000.0,3,81
SRBL,079/080,q3,15.43,,,8.81,1170968481.0,10118892809.0,3,79
SRBL,079/080,q2,12.93,,,7.59,653957253.0,10118892809.0,2,79
SRBL,079/080,q1,1.64,,,3.98,165827790.0,10118892810.0,1,79
SRBL,078/079,q4,21.26,,2.53,12.85,2150944810.0,10118892809.0,4,78
SRBL,078/079,q3,16.83,,,10.71,1277397820.0,10118892810.0,3,78
SRLI,082/083,q3,9.06,,9.06,8.1,340858576.0,5014924056.0,3,82
SRLI,082/083,q2,11.01,11.01,11.01,10.17,276187709.0,5014924056.0,2,82
SRLI,082/083,q1,11.93,11.93,11.93,10.79,149608050.0,5014924060.0,1,82
SRLI,081/082,q4,7.53,7.53,7.53,6.75,377493660.0,5014924060.0,4,81
SRLI,081/082,q3,8.98,8.98,8.98,8.12,337657538.0,5014924056.0,3,81
SSHL,082/083,q3,-3.11,-3.11,-3.11,-5.68,-68890550.0,2952800000.0,3,82
SSHL,082/083,q2,-1.56,-1.56,-1.56,-2.74,-22967257.0,2952800000.0,2,82
SSHL,082/083,q1,-0.07,-0.07,-0.07,-0.22,-306050.0,1854148300.0,1,82
SSHL,081/082,q4,0.68,0.68,0.68,5.43,10062852.0,1476400000.0,4,81
SSHL,081/082,q2,-8.34,-8.34,,,-61545425.0,1476400000.0,2,81
STC,082/083,q3,36.19,36.19,36.19,7.25,95765017.0,352788651.0,3,82
STC,082/083,q2,12.97,25.93,25.93,5.37,45744282.0,352788651.0,2,82
STC,082/083,q1,20.2,20.2,20.2,3.92,16215350.0,320716960.0,1,82
STC,081/082,q4,19.3,19.3,19.3,3.47,61923920.0,320716960.0,4,81
STC,081/082,q2,22.05,22.05,22.05,4.2,35366740.0,32071696.0,2,81
SWASTIK,082/083,q3,21.55,21.55,17.92,13.39,9240492.0,57750000.0,3,82
SWASTIK,082/083,q2,29.02,29.02,16.73,18.37,8356148.0,57750000.0,2,82
SWASTIK,082/083,q1,27.13,27.13,31.31,18.43,3991366.0,57750000.0,1,82
SWBBL,082/083,q3,18.44,28.84,18.46,10.82,322725552.0,1750000000.0,3,82
SWBBL,082/083,q2,19.78,19.78,19.8,9.03,172629247.0,1750000000.0,2,82
SWBBL,082/083,q1,13.7,13.7,15.71,6.12,57880294.0,1656625000.0,1,82
SWBBL,081/082,q4,27.89,27.89,17.6,11.77,442674530.0,1656625000.0,4,81
SWBBL,081/082,q3,9.75,9.75,8.94,4.55,120212814.0,1656625000.0,3,81
SWMF,082/083,q4,19.69,19.69,14.9,12.68,217849107.0,1106286296.0,4,82
SWMF,082/083,q3,15.12,22.82,13.24,14.9,189376762.0,1106286296.0,3,82
SWMF,082/083,q2,21.18,21.18,8.44,14.47,117142133.0,1106286296.0,2,82
SWMF,082/083,q1,22.58,22.58,4.38,14.96,62452404.0,1106286296.0,1,82
SWMF,081/082,q4,12.5,12.5,6.9,8.6,138244145.0,1106286296.0,4,81
SYPNL,082/083,q3,3.75,3.75,3.75,2.83,30219737.0,1308136100.0,3,82
SYPNL,082/083,q2,0.82,1.65,1.65,1.1,7871269.0,1308137100.0,2,82
TAMOR,082/083,q3,7.53,10.02,10.02,8.51,251016357.0,3332497000.0,3,82
TAMOR,082/083,q2,5.43,10.86,10.86,9.4,181010566.0,3332500000.0,2,82
TAMOR,082/083,q1,25.2,25.2,,21.64,62100190.0,3332500000.0,1,82
TAMOR,081/082,q4,12.17,12.17,12.17,11.06,405568473.0,3332500000.0,4,81
TAMOR,081/082,q3,6.34,8.46,8.46,8.12,211445654.0,3332500000.0,3,81
TPC,082/083,q4,11.17,11.17,11.17,10.78,89339144.0,800000000.0,4,82
TPC,082/083,q3,10.49,10.49,10.49,10.42,62947973.0,800000000.0,3,82
TPC,082/083,q2,16.54,16.54,16.54,16.4,66148254.0,800000000.0,2,82
TPC,082/083,q1,28.12,28.12,28.12,28.23,56247674.0,800000000.0,1,82
TPC,081/082,q4,5.85,5.85,5.85,9.49,23391358.0,400000000.0,4,81
TRH,082/083,q4,-35.97,-35.97,-35.97,-30.3,-705788586.0,1962120160.0,4,82
TRH,082/083,q3,-7.38,-9.82,-9.82,-6.67,-144831729.0,1962120160.0,3,82
TRH,082/083,q2,-4.63,-9.26,-4.63,-6.17,-90830989.0,1962120160.0,2,82
TRH,082/083,q1,2.33,4.8,4.8,-3.07,-23742882.0,1962120160.0,1,82
TRH,081/082,q4,26.27,26.27,26.27,16.25,515433967.0,1962120160.0,4,81
TSHL,082/083,q3,,-9.18,-9.18,-15.02,-33911145.0,492500000.0,3,82
TSHL,082/083,q2,-4.6,-4.6,-4.6,-7.02,-11333376.0,492500000.0,2,82
TSHL,082/083,q1,13.46,13.46,,18.88,16569497.0,492500000.0,1,82
TSHL,081/082,q4,0.05,0.05,0.05,0.08,253671.0,492500000.0,4,81
TSHL,081/082,q3,-0.89,-0.89,-0.89,-1.31,-3271325.0,492500000.0,3,81
TTL,082/083,q3,2.45,2.45,2.45,2.31,15007425.66,815609700.0,3,82
TTL,082/083,q2,2.24,2.24,2.24,2.13,9141304.89,815609700.0,2,82
TTL,082/083,q1,0.86,0.86,0.86,0.82,1763074.42,815609700.0,1,82
TTL,081/082,q4,0.03,0.03,0.03,0.03,130908.5,815609700.0,4,81
TVCL,082/083,q3,-5.26,-6.99,-6.99,-8.94,-94033036.0,1789162770.0,3,82
TVCL,082/083,q2,-3.49,-6.98,-3.49,-8.74,-62512408.0,1789162770.0,2,82
TVCL,082/083,q1,-1.48,-1.54,-1.54,-7.5,-27475051.0,1789162770.0,1,82
TVCL,081/082,q4,-1.7,-1.7,-1.7,-2.04,-30386766.0,1789162770.0,4,81
TVCL,081/082,q3,-0.99,-1.27,-1.27,-1.56,-17647700.0,1789162770.0,3,81
UAIL,082/083,q3,-4.03,-4.03,-4.03,-2.3,-69790487.0,2310000000.0,3,82
UAIL,082/083,q2,-9.23,-9.23,-9.23,-5.38,-106628994.0,2310000000.0,2,82
UAIL,082/083,q1,-6.55,-6.55,,-15.45,-151193330.0,2310000000.0,1,82
UAIL,081/082,q4,9.37,9.37,9.37,5.3,216432840.0,2310000000.0,4,81
UAIL,081/082,q3,7.37,7.37,7.37,3.89,116122380.0,2100000000.0,3,81
UHEWA,082/083,q3,18.72,18.72,18.72,16.24,80728388.0,575000000.0,3,82
UHEWA,082/083,q2,29.81,29.81,29.81,22.63,74517054.0,500000000.0,2,82
UHEWA,082/083,q1,41.46,41.46,41.46,32.89,51827919.7,500000000.0,1,82
UHEWA,081/082,q4,13.09,13.09,13.09,11.35,65431980.24,500000000.0,4,81
UHEWA,081/082,q3,11.1,11.1,11.1,11.03,44611138.35,500000000.0,3,81
ULBSL,082/083,q4,52.93,52.93,4.61,17.32,56182000.0,106148200.0,4,82
ULBSL,082/083,q3,38.5,38.5,-21.24,13.87,30652020.0,106148200.0,3,82
ULBSL,082/083,q2,27.05,27.05,-15.32,9.83,14359677.0,106148200.0,2,82
ULBSL,082/083,q1,29.11,29.11,11.32,9.89,7727085.0,106148200.0,1,82
ULBSL,081/082,q4,32.23,32.23,32.23,1.1,34245000.0,106148000.0,4,81
ULHC,082/083,q4,-5.69,-5.69,-5.69,-6.43,-29018589.0,509804000.0,4,82
ULHC,082/083,q3,-1.19,-1.58,,-1.69,-6066071.0,509804000.0,3,82
ULHC,080/081,q3,,,,,,509804000.0,3,80
UMHL,082/083,q3,4.08,5.43,5.43,4.86,50243000.0,1230500000.0,3,82
UMHL,082/083,q2,3.07,6.14,6.14,5.55,37768000.0,1230500000.0,2,82
UMHL,082/083,q1,6.24,6.24,6.24,5.71,19181000.0,1230500000.0,1,82
UMHL,081/082,q4,4.23,4.23,4.23,3.93,52046000.0,1230500000.0,4,81
UMHL,081/082,q3,2.5,3.33,3.33,3.07,30704000.0,1230500000.0,3,81
UMRH,082/083,q3,19.15,19.15,19.15,16.64,69508395.4,483865200.0,3,82
UMRH,082/083,q2,20.94,20.94,20.94,18.02,48246620.0,460824000.0,2,82
UMRH,082/083,q1,23.08,23.08,23.08,23.08,26586056.19,460824000.0,1,82
UMRH,081/082,q4,5.7,5.7,5.7,5.38,26268773.65,460824000.0,4,81
UMRH,081/082,q3,14.13,13.58,13.58,12.3,46951860.97,443100000.0,3,81
UNHPL,082/083,q4,4.36,4.36,4.36,4.15,32678580.0,750000000.0,4,82
UNHPL,082/083,q3,5.24,5.24,5.24,5.0,29457196.0,750000000.0,3,82
UNHPL,082/083,q2,7.03,7.03,7.03,6.75,26352333.0,750000000.0,2,82
UNHPL,082/083,q1,7.79,7.79,7.79,7.57,14603413.0,750000000.0,1,82
UNHPL,081/082,q4,3.5,3.5,3.5,3.47,26222770.0,750000000.0,4,81
UNL,082/083,q4,424.32,424.32,424.32,7.66,390800000.0,92100000.0,4,82
UNL,082/083,q3,495.0,1804.0,1804.0,12.85,455300000.0,92100000.0,3,82
UNL,082/083,q2,468.0,1833.0,1833.0,20.22,430900000.0,92100000.0,2,82
UNL,082/083,q1,326.0,1884.0,1884.0,,300000000.0,92100000.0,1,82
UNL,081/082,q4,2123.0,2131.0,2131.0,9.1,474900000.0,92100000.0,4,81
UNLB,082/083,q4,34.39,34.39,29.37,18.47,51097789.0,148575000.0,4,82
UNLB,082/083,q3,12.15,12.15,10.59,5.45,13533873.0,148575000.0,3,82
UNLB,082/083,q2,62.61,62.61,28.09,25.49,46291091.0,148575000.0,2,82
UNLB,082/083,q1,50.07,50.07,41.61,18.4,18598057.0,148575000.0,1,82
UNLB,081/082,q4,27.28,27.28,46.02,10.11,40528411.0,148575000.0,4,81
UPCL,082/083,q3,1.1,1.1,1.1,0.95,20506227.0,2485123618.0,3,82
UPCL,082/083,q2,6.74,6.74,6.74,6.35,83727424.83,2485123618.25,2,82
UPCL,082/083,q1,9.4,9.4,9.4,15.67,53600060.0,2279929930.0,1,82
UPCL,081/082,q4,6.14,6.14,6.14,5.45,139913675.8,2279929925.0,4,81
UPCL,081/082,q3,6.22,6.22,6.22,5.6,106411768.61,2279929925.0,3,81
UPPER,082/083,q3,1.35,1.8,1.8,3.86,286757593.46,21180000000.0,3,82
UPPER,082/083,q2,4.71,9.41,9.41,18.8,996539153.34,21180000000.0,2,82
UPPER,082/083,q1,7.91,31.63,31.63,59.4,1674689000.0,21180000000.0,1,82
UPPER,081/082,q4,-12.15,-12.15,-12.15,-26.79,-2572538618.13,21180000000.0,4,81
UPPER,081/082,q3,-9.76,-9.76,-9.76,-27.82,-2067482159.24,21180000000.0,3,81
USHEC,082/083,q4,15.46,15.46,15.46,12.99,208763013.17,1350000000.0,4,82
USHEC,082/083,q3,15.32,20.38,,17.13,206841803.84,1350000000.0,3,82
USHEC,082/083,q2,14.34,28.69,28.69,24.29,193635472.54,1350000000.0,2,82
USHEC,082/083,q1,34.52,34.52,34.52,30.64,116498250.0,1350000000.0,1,82
USHEC,081/082,q4,8.39,8.39,8.39,8.16,113203306.05,1350000000.0,4,81
USHL,082/083,q3,5.2,5.2,5.2,5.42,8585481.0,220000000.0,3,82
USHL,082/083,q2,3.79,3.79,3.79,4.03,4173461.0,220000000.0,2,82
USHL,082/083,q1,1.6,1.67,1.67,1.81,916180.0,220000000.0,1,82
USHL,081/082,q4,34.66,34.66,34.66,44.94,92555595.0,220000000.0,4,81
USHL,081/082,q3,-2.06,-8.24,-2.06,,-16298072.0,220000000.0,3,81
USLB,082/083,q3,23.94,23.94,13.92,14.15,44325539.92,246865736.29,3,82
USLB,082/083,q2,17.04,17.04,6.6,10.69,21038569.98,246865736.29,2,82
USLB,082/083,q1,6.95,6.95,5.41,4.63,4286636.52,246865736.29,1,82
USLB,081/082,q4,21.24,21.24,16.56,14330.11,52431294.76,246865736.29,4,81
USLB,081/082,q3,20.49,20.49,16.0,14.02,37395413.26,246865738.27,3,81
VLBS,082/083,q3,,-4.51,7.17,-2.84,-26796152.17,791722059.0,3,82
VLBS,082/083,q2,-0.45,0.45,14.06,-0.27,-1673476.35,745040359.0,2,82
VLBS,082/083,q1,17.19,17.19,5.59,10.11,32011139.65,745040359.0,1,82
VLBS,081/082,q4,12.99,12.99,5.12,7.84,96778145.79,745040359.0,4,81
VLBS,081/082,q3,13.97,13.97,-5.0,8.58,78068065.12,745040359.0,3,81
VLUCL,082/083,q4,4.73,4.73,4.73,3.43,90455709.0,1912500000.0,4,82
VLUCL,082/083,q3,-5.26,-6.99,-6.99,-5.48,-100566885.0,1912500000.0,3,82
VLUCL,082/083,q2,-4.35,-8.7,-8.7,-6.77,-83224798.0,1912500000.0,2,82
VLUCL,082/083,q1,-4.95,-4.95,-4.95,,-94663578.0,1912500000.0,1,82
VLUCL,081/082,q4,-2.24,-2.24,-2.24,-1.67,-42759092.0,1912500000.0,4,81
WNLB,082/083,q4,9.89,9.89,-30.44,7.57,8342750.0,84340550.0,4,82
WNLB,082/083,q3,10.2,13.79,-30.44,10.29,8604358.0,84340550.0,3,82
WNLB,082/083,q2,-41.09,-41.09,-24.64,52379340.88,-8829396.0,84340550.0,2,82
WNLB,082/083,q1,4.36,4.36,-22.46,3.22,937819.0,84340550.0,1,82
WNLB,081/082,q4,11.5,11.5,-17.62,8.34,9697737.0,84340550.0,4,81
YMHL,082/083,q4,-7.62,-7.62,-7.62,-8.15,-53317657.0,700000000.0,4,82
